model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	53.4307	0.0001	0.0000	[7536, 738, 5387]	0:00:48.604468	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0215	41.2150	0.0008	0.0000	[6574, 8987, 1858]	0:01:09.014369	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0079	40.6331	0.0010	0.0000	[2834, 4795, 8304]	0:01:39.009842	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	57.3907	0.0000	0.0000	[3195, 2441, 4598]	0:01:38.614407	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0217	40.8970	0.0033	0.0000	[3334, 5654, 5527]	0:01:38.586177	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0119	34.8582	0.0044	0.0000	[474, 3893, 1613]	0:01:38.926169	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0017	55.3879	0.0001	0.0000	[2059, 3262, 1944]	0:01:39.317185	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0126	41.6696	0.0013	0.0000	[594, 3202, 3173]	0:01:37.386734	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0015	53.7070	0.0000	0.0000	[1643, 9676, 8132]	0:01:36.768042	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	3	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	68.2594	0.0000	0.0000	[3481, 8008, 6608]	0:01:39.143353	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	12.4276	1.0017	1.7244	[2036, 6139, 2451, 3876, 4950, 5714, 7987, 7260]	1:44:26.826891	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	12.9053	0.8388	0.9825	[6597, 2549, 7693, 6501, 1427, 8589, 1986, 2071]	1:52:34.536608	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0061	13.0525	0.9212	8.6412	[2683, 2277, 7403, 9152, 7498, 5159, 7136, 485]	1:43:40.251101	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0070	11.6743	1.1878	7.1454	[2445, 4108, 4509, 9995, 447, 3360, 2285, 7315]	1:22:19.058874	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0044	13.7867	0.7684	13.9096	[8786, 4031, 5931, 3815, 5707, 8993, 5753, 415]	1:19:17.956742	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0073	11.9458	1.1047	13.4108	[9153, 4683, 5877, 885, 616, 2074, 9770, 7148]	1:04:27.656383	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0053	16.9052	0.4901	31.2258	[1932, 9685, 5648, 9295, 5562, 9431]	1:46:51.550272	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0064	15.1575	0.5404	8.6386	[5367, 1568, 9051, 7905, 4747, 814]	1:51:09.425417	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0057	13.2292	0.7766	7.0597	[4158, 6407, 7470, 1192, 2184, 3139]	1:48:57.981519	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	12.6822	1.3103	11.3937	[666, 9582, 5797, 4848, 6862, 3331]	1:36:15.359379	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0054	12.1913	1.0979	36.6162	[8315, 9628, 9002, 3969, 8509, 9501]	1:45:55.523817	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0062	12.1001	1.1541	48.8976	[3444, 6415, 5614, 7445, 8940, 2747]	1:48:21.007703	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0091	12.0514	1.1658	32.1694	[3050, 7136, 3802, 463, 5653, 746, 3899, 9505, 1859, 8959]	1:41:13.499358	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0068	11.6953	1.1483	47.3424	[4196, 1048, 4342, 4656, 8089, 253, 8647, 4687, 61, 2862]	1:47:52.048829	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0061	9.8089	1.7434	38.0432	[710, 4716, 9922, 6155, 6048, 9715, 5671, 8619, 1450, 8253]	1:28:45.293381	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0055	10.9591	1.4222	58.9644	[5010, 9317, 2504, 1403, 8086, 5929, 9490, 3545, 4916, 5341]	1:28:45.318002	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0070	11.8343	1.1764	24.2272	[6138, 2023, 5022, 1123, 4567, 1229, 1559, 8769, 882, 2291]	1:28:41.300778	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_NoGradBatch	0.0009	1	4	50	10	1	ours	sim	def	equal	loss	randn	0.0001	0.0050	11.3744	1.3867	12.0137	[3006, 7378, 9253, 1848, 3032, 3908, 9571, 1963, 8334, 8233]	1:22:15.643752	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0207	13.2809	0.9284	0.0247	[8993, 895, 9555, 5762, 3289, 132]	0:49:58.901695	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0360	12.6488	0.9890	0.0497	[3134, 5124, 529, 4802, 4848, 2693]	1:01:27.947932	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0159	11.9830	1.1931	0.0478	[5147, 2527, 2019, 4150, 8575, 7934]	1:03:05.742525	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0267	14.0869	0.7879	0.0286	[3773, 5429, 7793, 1936, 2425, 1921]	1:04:07.586929	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0153	15.0587	0.5316	0.0173	[8155, 4689, 5003, 2022, 4560, 6254]	1:06:32.812956	torch.float32	1.0		
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0262	16.5893	0.3746	0.0234	[1208, 9538, 1393, 7917, 2278, 9985]	1:08:38.107726	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0107	6.7101	3.4543	8.5342	[1319, 3219]	1:21:44.949234	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0221	11.4042	1.6423	33.3633	[7819, 3813]	1:13:36.151062	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0136	15.8140	0.4257	0.4199	[2232, 2364]	1:18:43.267123	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	14.2316	0.6351	0.1135	[9849, 3329]	1:06:33.906780	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0243	14.6312	0.5497	0.0533	[2461, 2336]	1:02:03.976413	torch.float32	1.0		
resnet34	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0154	13.8175	0.6863	3.8944	[6732, 6361]	0:19:36.171576	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0092	26.0039	0.3683	0.0027	[6249, 8465, 405, 3759, 9328]	0:01:26.522943	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0084	41.4338	0.0008	0.0000	[5014, 5343, 917, 6636, 7212]	0:01:40.950838	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0123	37.8828	0.0049	0.0000	[4778, 4610, 3692, 9862, 5767]	0:01:41.927730	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0744	24.2018	0.1600	0.0009	[3464, 1435, 6482, 668, 8731]	0:01:41.474696	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0247	33.7127	0.0054	0.0000	[3032, 4996, 6456, 1757, 5420]	0:01:42.084378	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0127	25.9718	0.3681	0.0049	[8108, 7731, 7993, 6337, 9404]	0:01:41.512972	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0020	46.1145	0.0003	0.0000	[1082, 7882, 9963, 7992, 9733]	0:01:39.520649	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0284	25.3433	0.2741	0.0026	[3723, 3030, 62, 1044, 6586]	0:01:41.338780	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0201	26.8529	0.5290	0.0009	[8216, 3200, 6892, 5737, 6861]	0:01:30.841015	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	5	1	ours	sim	def	equal	loss	randn	0.0001	0.0087	37.6881	0.0023	0.0000	[4275, 4824, 6089, 2929, 8369]	0:01:22.415526	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	13.0332	0.9522	20.3204	[5354, 8983, 3442, 3601, 3319, 3748]	1:40:21.670853	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0074	13.5717	0.8435	17.6220	[480, 9825, 2782, 9132, 6755, 4688]	1:44:15.598122	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0123	10.4616	1.5511	32.5525	[8552, 7553, 6855, 3225, 2310, 5582]	1:30:45.679281	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0078	11.5823	1.2295	19.1971	[6956, 7515, 8301, 6960, 7693, 4061]	1:16:18.797128	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0079	11.1991	1.4007	54.0764	[4438, 3285, 7910, 6409, 2034, 1761]	1:13:28.404495	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_NoGaussSGD	5e-06	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0062	13.7168	0.8557	16.5227	[9298, 5180, 9097, 5004, 7064, 3576]	1:00:57.376618	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0138	10.3437	1.5428	3.9803	[9209, 348, 1923, 1270]	1:31:44.091668	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0156	11.0565	1.3232	1.5361	[7516, 9451, 3577, 8866]	1:33:51.565738	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0303	11.8577	1.0406	1.3927	[2085, 8983, 2280, 1719]	1:33:06.120558	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0198	11.6456	1.1506	6.9036	[2824, 1419, 9825, 9549]	1:27:44.654838	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0169	11.8215	1.0689	4.4199	[8981, 5445, 8021, 8948]	1:21:44.927949	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	4	1	ours	sim	def	equal	loss	randn	0.0001	0.0188	11.4218	1.1614	1.1908	[5317, 9742, 1467, 8519]	1:29:06.751462	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0088	20.1641	0.1615	0.0058	[7626, 4212]	0:48:17.361642	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0188	20.6204	0.1470	0.0020	[2434, 4650]	0:48:03.700907	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	23.6654	0.0695	0.0017	[2264, 992]	0:41:36.056164	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0161	20.2535	0.1504	0.0051	[6829, 1654]	0:41:54.173151	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	21.3698	0.1191	0.0024	[7047, 4714]	0:42:28.360752	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-06	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0213	19.3141	0.1868	0.0036	[6483, 9543]	0:37:04.502581	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0159	12.1964	1.1576	7.5370	[1132, 9523, 2905, 8916, 462, 9275]	1:37:42.558005	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0127	12.5612	1.0553	3.6530	[9889, 6476, 4833, 8204, 6289, 4387]	1:16:56.842231	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0125	11.1485	1.2979	7.9703	[6250, 6652, 2753, 4362, 8627, 4988]	1:16:56.665911	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	12.8269	0.8724	3.5385	[4710, 6880, 4992, 9410, 6758, 2895]	1:16:54.208306	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0090	13.8123	0.6857	2.1916	[4597, 6890, 8725, 6155, 3488, 8537]	1:16:51.890920	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.0133	12.9227	0.8662	4.6669	[8296, 9468, 2670, 9098, 1255, 1750]	1:04:37.633368	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0522	12.3766	1.0595	0.0877	[7672, 8053, 3273, 2481, 9204, 2582, 8827, 371]	0:59:58.411891	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0305	14.0071	0.7041	0.0441	[7054, 8495, 6473, 5209, 7229, 8368, 5755, 2016]	1:05:32.343397	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0326	14.3939	0.6482	0.0334	[2587, 1668, 4053, 3966, 7822, 7581, 2597, 7837]	1:06:58.461653	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0353	11.4875	1.7087	0.0870	[4191, 2754, 2288, 3898, 4250, 6504, 7388, 8801]	1:07:02.033821	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0401	11.3238	1.2896	0.1035	[560, 9734, 3237, 6273, 4943, 3602, 1401, 5383]	1:12:49.357048	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_rGaussAGrad18	5e-05	1	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0161	10.8796	1.6350	0.0484	[6538, 767, 2416, 1186, 6815, 3927, 3394, 6634]	1:12:07.514391	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.8923	7.3975	3.0206	0.7011	[4391, 8045, 6069, 5474, 6903, 330]	0:58:49.634076	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.7158	8.5941	2.3984	0.6437	[7555, 4568, 2592, 3240, 807, 2699]	0:53:15.264682	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	0.9326	8.7509	2.4667	0.7097	[4240, 4867, 2951, 8041, 3473, 539]	0:47:54.205916	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_bGaussAWeig21	5e-05	1	4	50	6	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	11.1259	1.3241	0.2275	[9754, 891, 2580, 9802, 2929, 6977]	0:44:20.856593	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.6913	6.5490	3.5948	2.0915	[2232, 1968]	0:13:55.346400	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0181	13.2254	0.7794	5.0131	[7418, 3519]	0:23:00.177197	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.7255	7.2716	3.0193	1.6834	[3133, 9929]	0:13:40.206653	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.8095	5.4826	4.5405	1.6342	[9394, 6643]	0:13:40.220106	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	11.4266	1.1728	59.4086	[4925, 6328]	0:24:15.146002	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.6636	6.8117	3.4505	1.6715	[6577, 6035]	0:13:40.589485	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.6164	7.6888	2.7127	1.7325	[7213, 1492]	0:13:40.187368	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	11.7718	1.1652	67.8887	[9865, 5215]	0:24:14.673642	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.7095	6.7139	3.4644	1.5346	[2810, 5663]	0:13:40.400233	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	13.4837	0.7857	57.6050	[9925, 1779]	0:24:14.555491	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.8329	6.0714	4.0416	1.7576	[9394, 6292]	0:13:40.111859	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.6999	6.2746	3.8376	1.0632	[7684, 9591]	0:13:40.416188	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	8.6140	2.2286	155.6784	[3634, 9539]	0:24:14.544630	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.7193	7.7839	2.7044	1.6313	[6012, 7808]	0:13:40.336195	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.7123	5.5468	4.4409	1.0987	[9907, 7843]	0:13:40.697830	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	10.3904	1.7018	117.8117	[1646, 4503]	0:21:42.179543	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	11.9682	1.0631	83.5175	[4786, 6572]	0:11:36.173916	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	13.4599	0.7222	48.2278	[6311, 4870]	0:11:36.310188	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	1.0000	17.3601	0.2991	15.4334	[7253, 4110]	0:11:36.431006	torch.float32	1.0
resnet34	CIFAR10	False	1	ALG_No_Weig	5e-05	1	4	50	2	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	14.7548	0.9550	45.5090	[6983, 1344]	0:11:34.663744	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0070	32.3936	0.2715	0.0032	[2677, 2915, 9847, 4194, 2367, 4127, 3302]	0:01:34.417841	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0475	19.8869	0.2732	0.0022	[345, 2081, 9191, 3430, 4578, 3382, 4934]	0:01:39.721056	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0198	29.8391	0.2801	0.0019	[8071, 5583, 7342, 9114, 2429, 2931, 6441]	0:01:40.090206	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0091	38.5133	0.0018	0.0000	[2281, 5713, 1359, 151, 5101, 110, 4363]	0:01:40.153231	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0137	35.1478	0.0044	0.0000	[2298, 6940, 6990, 7359, 6542, 4254, 1808]	0:01:40.241694	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	5e-06	1	4	50	7	1	ours	sim	def	equal	loss	randn	0.0001	0.0042	30.8564	0.2796	0.0007	[1065, 4471, 6468, 4155, 5017, 1820, 2133]	0:01:39.983424	torch.float32	1.0
